Season,League,Team,Status,Nation,Pos,Global Pos,Age,Matches Played,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Tackles_Att,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Interceptions,Clearances,Errors,Dribblers_Tkl_Succ,Dribblers_Tkl_Att,Dribblers_Tkl_Lost,Blocks_Total,Blocks_Shots,Touches_Number,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Number,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Succ,Receiving_PrgR,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Assists,Key Passes,Passes_to_1/3,Passes_to_Penalt_Area,Crosses_into_Penalty_Area,Progressive Passes,SCA,SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA,GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Goals,Shots,SoT,SoT%,Shots/90,Goals/Shot,Goals/SoT,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,PSxG,PSxG/SoT,PSxG+/-,/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Playing Time_Minutes,Playing Time_Mn/MP,Starts,Mn/Start,Compl,Subs,unSub,PPM,onG,onGA,On-Off
2022-2023,SeriaA,Inter,Squad Total,,,,28.8,38.0,418.0,3420.0,38.0,572.0,247.0,241.0,84.0,315.0,541.0,7.0,258.0,523.0,265.0,385.0,110.0,25128.0,2720.0,8300.0,11127.0,5922.0,953.0,494.0,216.0,200.0,40.5,14972.0,75152.0,38723.0,668.0,492.0,141.0,505.0,261.0,17526.0,1613.0,17693.0,21281.0,83.1,320024.0,109417.0,7531.0,8348.0,90.2,7877.0,8900.0,88.5,1858.0,3042.0,61.1,50.0,479.0,1272.0,390.0,134.0,1624.0,1104.0,29.05,816.0,117.0,29.0,79.0,52.0,11.0,118.0,3.11,88.0,4.0,7.0,10.0,7.0,2.0,68.0,625.0,197.0,31.5,16.45,0.1,0.32,42.0,3.0,0.0,6.0,3.0,34.8,0.23,-4.2,-0.11,151.0,364.0,41.5,1398.0,189.0,21.9,33.5,228.0,25.4,32.7,439.0,17.0,3.9,20.0,0.53,,42.0,1.11,137.0,98.0,71.5,23.0,3.0,12.0,13.0,34.2,3.0,3.0,0.0,0.0,0.0,2.0,444.0,406.0,68.0,885.0,4.0,3.0,3.0,1948.0,500.0,415.0,3420.0,90.0,418.0,81.0,230.0,187.0,271.0,1.89,71.0,42.0,
2022-2023,SeriaA,Inter,Opponent Total,,,,26.5,38.0,418.0,3420.0,38.0,461.0,213.0,183.0,65.0,330.0,802.0,10.0,200.0,416.0,216.0,373.0,149.0,21038.0,2635.0,7221.0,9290.0,4729.0,645.0,597.0,265.0,258.0,43.2,11523.0,62322.0,32192.0,697.0,511.0,140.0,533.0,314.0,13561.0,1216.0,13657.0,17072.0,80.0,245378.0,87243.0,6054.0,6798.0,89.1,5662.0,6544.0,86.5,1563.0,2764.0,56.5,34.0,336.0,972.0,273.0,87.0,1227.0,759.0,19.97,579.0,64.0,27.0,38.0,39.0,12.0,70.0,1.84,54.0,7.0,0.0,4.0,5.0,0.0,39.0,423.0,134.0,31.7,11.13,0.09,0.27,71.0,4.0,2.0,6.0,3.0,63.3,0.3,-4.7,-0.12,185.0,563.0,32.9,995.0,180.0,37.3,36.2,325.0,59.1,47.0,705.0,30.0,4.3,20.0,0.53,11.0,71.0,1.87,202.0,133.0,66.8,12.0,3.0,23.0,7.0,18.4,5.0,4.0,1.0,0.0,20.0,0.0,436.0,412.0,36.0,558.0,3.0,5.0,3.0,1767.0,415.0,500.0,3420.0,90.0,418.0,81.0,242.0,178.0,306.0,1.03,42.0,71.0,
2022-2023,SeriaA,Milan,Squad Total,,,,26.0,38.0,418.0,3420.0,38.0,690.0,327.0,295.0,68.0,289.0,542.0,9.0,300.0,563.0,263.0,387.0,126.0,23856.0,2177.0,7373.0,11143.0,5617.0,891.0,800.0,368.0,324.0,40.5,13802.0,78895.0,41728.0,795.0,584.0,182.0,595.0,320.0,15792.0,1576.0,15948.0,19734.0,80.8,289152.0,100822.0,6781.0,7765.0,87.3,6974.0,7961.0,87.6,1800.0,2995.0,60.1,49.0,416.0,1165.0,359.0,88.0,1584.0,985.0,25.92,688.0,91.0,65.0,68.0,58.0,15.0,111.0,2.92,76.0,6.0,15.0,7.0,4.0,3.0,61.0,546.0,178.0,32.6,14.37,0.1,0.31,43.0,4.0,3.0,6.0,1.0,37.2,0.26,-4.8,-0.13,170.0,388.0,43.8,1201.0,194.0,26.4,32.9,169.0,42.0,38.3,416.0,24.0,5.8,45.0,1.18,14.4,43.0,1.13,123.0,80.0,68.3,20.0,10.0,8.0,12.0,31.6,5.0,4.0,1.0,0.0,20.0,2.0,449.0,438.0,61.0,671.0,3.0,5.0,1.0,2051.0,561.0,478.0,3420.0,90.0,418.0,80.0,234.0,183.0,321.0,1.84,64.0,43.0,
2022-2023,SeriaA,Milan,Opponent Total,,,,26.7,38.0,418.0,3420.0,38.0,644.0,345.0,235.0,64.0,336.0,788.0,13.0,324.0,692.0,368.0,421.0,140.0,20064.0,2473.0,7081.0,8724.0,4483.0,601.0,640.0,263.0,300.0,46.9,11032.0,59150.0,27918.0,546.0,445.0,108.0,628.0,390.0,12100.0,1157.0,12205.0,15832.0,77.1,212581.0,85792.0,5812.0,6649.0,87.4,4641.0,5621.0,82.6,1349.0,2581.0,52.3,32.0,326.0,906.0,246.0,64.0,1168.0,709.0,18.66,513.0,70.0,32.0,37.0,44.0,13.0,74.0,1.95,46.0,7.0,6.0,5.0,8.0,2.0,42.0,401.0,118.0,29.4,10.55,0.09,0.32,64.0,5.0,1.0,5.0,3.0,60.8,0.31,-0.2,0.0,189.0,548.0,34.5,913.0,191.0,41.5,36.9,303.0,55.8,44.8,538.0,25.0,4.6,42.0,1.11,14.2,64.0,1.68,183.0,122.0,67.8,8.0,10.0,20.0,6.0,15.8,5.0,5.0,0.0,0.0,0.0,0.0,462.0,430.0,41.0,539.0,5.0,5.0,3.0,1972.0,478.0,561.0,3420.0,90.0,418.0,80.0,238.0,180.0,291.0,0.89,43.0,64.0,
2022-2023,SeriaA,Atalanta,Squad Total,,,,26.5,38.0,418.0,3420.0,38.0,636.0,291.0,272.0,73.0,421.0,613.0,12.0,312.0,634.0,322.0,455.0,93.0,23862.0,2217.0,7478.0,10221.0,6382.0,956.0,785.0,340.0,355.0,45.2,13148.0,67208.0,33188.0,687.0,565.0,210.0,619.0,387.0,15359.0,1628.0,15462.0,19507.0,79.3,267971.0,97492.0,7245.0,8234.0,88.0,6234.0,7350.0,84.8,1525.0,2778.0,54.9,42.0,405.0,1184.0,385.0,89.0,1637.0,928.0,24.42,681.0,87.0,64.0,51.0,33.0,12.0,113.0,2.97,83.0,5.0,6.0,11.0,7.0,1.0,64.0,506.0,168.0,33.2,13.32,0.11,0.35,48.0,3.0,1.0,5.0,2.0,41.3,0.25,-4.7,-0.12,161.0,425.0,37.9,896.0,237.0,27.8,32.1,274.0,64.2,49.1,454.0,32.0,7.0,42.0,1.11,15.6,48.0,1.26,153.0,107.0,70.6,19.0,7.0,12.0,9.0,23.7,3.0,3.0,0.0,0.0,0.0,1.0,470.0,385.0,58.0,652.0,6.0,3.0,2.0,2234.0,575.0,483.0,3420.0,90.0,418.0,80.0,244.0,175.0,212.0,1.68,66.0,48.0,
2022-2023,SeriaA,Atalanta,Opponent Total,,,,26.5,38.0,418.0,3420.0,38.0,742.0,420.0,245.0,77.0,360.0,704.0,9.0,355.0,695.0,340.0,454.0,133.0,23959.0,2679.0,8426.0,10783.0,5000.0,676.0,725.0,322.0,312.0,43.0,13394.0,70390.0,33666.0,595.0,462.0,130.0,643.0,324.0,15247.0,1249.0,15427.0,19505.0,79.1,273586.0,101214.0,6905.0,7793.0,88.6,6372.0,7476.0,85.2,1676.0,3037.0,55.2,35.0,330.0,1087.0,255.0,70.0,1264.0,781.0,20.55,586.0,61.0,44.0,39.0,40.0,11.0,79.0,2.08,59.0,4.0,7.0,5.0,3.0,1.0,46.0,447.0,150.0,33.6,11.76,0.1,0.29,66.0,6.0,0.0,7.0,2.0,56.1,0.28,-7.9,-0.21,217.0,620.0,35.0,1351.0,177.0,36.6,34.9,281.0,44.5,40.2,500.0,18.0,3.6,55.0,1.45,16.1,66.0,1.74,176.0,110.0,65.9,12.0,7.0,19.0,8.0,21.1,8.0,6.0,2.0,0.0,25.0,0.0,406.0,438.0,50.0,578.0,1.0,8.0,2.0,2239.0,483.0,575.0,3420.0,90.0,418.0,80.0,248.0,173.0,297.0,1.13,48.0,66.0,
2022-2023,SeriaA,Roma,Squad Total,,,,27.4,38.0,418.0,3420.0,38.0,624.0,301.0,257.0,66.0,368.0,590.0,9.0,289.0,617.0,328.0,392.0,113.0,21861.0,2055.0,7183.0,10374.0,4566.0,789.0,677.0,274.0,315.0,46.5,12407.0,68172.0,34789.0,684.0,490.0,170.0,559.0,318.0,14018.0,1198.0,14171.0,17814.0,79.5,257681.0,88761.0,6089.0,6899.0,88.3,6074.0,7077.0,85.8,1659.0,2915.0,56.9,33.0,368.0,960.0,261.0,56.0,1217.0,861.0,22.66,574.0,110.0,43.0,68.0,53.0,13.0,85.0,2.24,52.0,10.0,5.0,12.0,5.0,1.0,50.0,488.0,155.0,31.8,12.84,0.09,0.28,38.0,2.0,1.0,4.0,1.0,30.5,0.24,-6.5,-0.17,151.0,372.0,40.6,705.0,134.0,38.7,,256.0,38.7,36.4,444.0,22.0,5.0,29.0,0.76,,38.0,1.0,118.0,80.0,69.5,18.0,9.0,11.0,14.0,36.8,3.0,2.0,1.0,0.0,33.3,2.0,446.0,505.0,56.0,595.0,6.0,3.0,1.0,1981.0,543.0,429.0,3420.0,90.0,418.0,81.0,249.0,168.0,307.0,1.66,50.0,38.0,
2022-2023,SeriaA,Roma,Opponent Total,,,,26.6,38.0,418.0,3420.0,38.0,633.0,303.0,253.0,77.0,290.0,621.0,11.0,315.0,589.0,274.0,399.0,138.0,23002.0,2411.0,7276.0,10953.0,4983.0,514.0,683.0,328.0,289.0,42.3,13622.0,72193.0,35380.0,636.0,518.0,121.0,576.0,335.0,15252.0,1348.0,15388.0,19029.0,80.9,273127.0,94749.0,6807.0,7696.0,88.4,6604.0,7609.0,86.8,1582.0,2803.0,56.4,26.0,296.0,1133.0,201.0,60.0,1362.0,703.0,18.5,512.0,62.0,36.0,39.0,46.0,8.0,60.0,1.58,41.0,3.0,1.0,11.0,4.0,0.0,37.0,393.0,115.0,29.3,10.34,0.09,0.3,50.0,7.0,0.0,8.0,0.0,50.2,0.27,0.2,0.0,162.0,491.0,33.0,1103.0,180.0,31.9,33.8,237.0,58.6,46.7,473.0,26.0,5.5,57.0,1.5,15.4,50.0,1.32,162.0,112.0,73.5,11.0,9.0,18.0,7.0,18.4,10.0,7.0,0.0,3.0,0.0,3.0,533.0,417.0,22.0,573.0,2.0,9.0,0.0,1979.0,429.0,543.0,3420.0,90.0,418.0,81.0,235.0,177.0,304.0,1.11,38.0,50.0,
2022-2023,SeriaA,Juventus,Squad Total,,,,27.7,38.0,418.0,3420.0,38.0,594.0,296.0,219.0,79.0,307.0,704.0,10.0,288.0,558.0,270.0,421.0,131.0,22810.0,2432.0,7514.0,10435.0,5077.0,817.0,625.0,291.0,255.0,40.8,12888.0,66636.0,34490.0,673.0,496.0,145.0,583.0,350.0,15118.0,1389.0,15226.0,18690.0,81.5,285025.0,99282.0,6319.0,7141.0,88.5,6719.0,7633.0,88.0,1910.0,3085.0,61.9,41.0,404.0,1163.0,295.0,90.0,1394.0,911.0,23.97,638.0,94.0,50.0,77.0,38.0,14.0,91.0,2.39,61.0,7.0,3.0,9.0,9.0,2.0,56.0,529.0,171.0,32.3,13.92,0.1,0.31,33.0,4.0,0.0,6.0,0.0,37.1,0.24,4.1,0.11,160.0,377.0,42.4,921.0,182.0,31.1,,216.0,42.1,37.6,543.0,15.0,2.8,32.0,0.84,,33.0,0.87,133.0,99.0,78.2,22.0,6.0,10.0,20.0,52.6,5.0,4.0,1.0,0.0,20.0,1.0,456.0,409.0,62.0,731.0,6.0,5.0,0.0,1951.0,486.0,477.0,3420.0,90.0,418.0,81.0,249.0,169.0,240.0,1.89,56.0,33.0,
2022-2023,SeriaA,Juventus,Opponent Total,,,,26.7,38.0,418.0,3420.0,38.0,605.0,281.0,238.0,86.0,362.0,702.0,9.0,255.0,546.0,291.0,387.0,132.0,23194.0,2462.0,7057.0,10622.0,5775.0,657.0,640.0,270.0,288.0,45.0,13518.0,73161.0,38157.0,744.0,618.0,126.0,580.0,306.0,15520.0,1349.0,15647.0,19135.0,81.8,274800.0,93218.0,7322.0,8116.0,90.2,6348.0,7337.0,86.5,1614.0,2728.0,59.2,25.0,347.0,1270.0,268.0,89.0,1357.0,795.0,20.92,614.0,66.0,35.0,39.0,28.0,13.0,53.0,1.39,35.0,3.0,4.0,8.0,2.0,1.0,33.0,461.0,128.0,27.8,12.13,0.06,0.23,56.0,3.0,4.0,11.0,0.0,51.7,0.28,-4.3,-0.11,183.0,445.0,41.1,942.0,164.0,33.2,33.9,277.0,47.7,41.1,568.0,17.0,3.0,31.0,0.82,14.6,56.0,1.47,176.0,118.0,69.9,10.0,6.0,22.0,8.0,21.1,6.0,3.0,2.0,1.0,40.0,0.0,427.0,412.0,53.0,706.0,2.0,6.0,0.0,1893.0,477.0,486.0,3420.0,90.0,418.0,81.0,239.0,181.0,282.0,0.95,33.0,56.0,
2022-2023,SeriaA,Fiorentina,Squad Total,,,,26.5,38.0,418.0,3420.0,38.0,581.0,232.0,260.0,89.0,260.0,473.0,11.0,282.0,531.0,249.0,356.0,84.0,23123.0,2028.0,6652.0,10361.0,6366.0,977.0,704.0,323.0,273.0,38.8,13434.0,77635.0,39528.0,789.0,601.0,194.0,572.0,345.0,15234.0,1607.0,15373.0,19236.0,79.9,294347.0,99945.0,6120.0,6942.0,88.2,6799.0,7859.0,86.5,2111.0,3485.0,60.6,37.0,462.0,1219.0,353.0,121.0,1627.0,1068.0,28.11,763.0,113.0,54.0,70.0,53.0,15.0,89.0,2.34,64.0,6.0,7.0,7.0,4.0,1.0,51.0,597.0,171.0,28.6,15.71,0.08,0.27,43.0,7.0,0.0,4.0,2.0,39.2,0.26,-1.8,-0.05,198.0,499.0,39.7,1183.0,166.0,32.6,,245.0,46.1,40.6,336.0,14.0,4.2,60.0,1.58,,43.0,1.13,120.0,78.0,70.0,15.0,11.0,12.0,10.0,26.3,8.0,7.0,1.0,0.0,12.5,2.0,488.0,511.0,56.0,880.0,3.0,8.0,2.0,2016.0,588.0,517.0,3420.0,90.0,418.0,79.0,229.0,188.0,323.0,1.47,53.0,43.0,
2022-2023,SeriaA,Fiorentina,Opponent Total,,,,26.4,38.0,418.0,3420.0,38.0,618.0,338.0,227.0,53.0,331.0,844.0,12.0,273.0,596.0,323.0,448.0,176.0,19129.0,3071.0,8474.0,7528.0,3371.0,607.0,608.0,249.0,282.0,46.4,9717.0,51482.0,24689.0,476.0,312.0,144.0,536.0,299.0,11190.0,914.0,11306.0,15020.0,75.3,210397.0,83839.0,4808.0,5582.0,86.1,4825.0,5776.0,83.5,1372.0,2746.0,50.0,28.0,264.0,736.0,216.0,62.0,922.0,596.0,15.68,419.0,56.0,45.0,36.0,28.0,12.0,71.0,1.87,52.0,3.0,5.0,5.0,5.0,1.0,41.0,338.0,112.0,33.1,8.89,0.1,0.3,53.0,4.0,2.0,8.0,2.0,50.5,0.26,-0.5,-0.01,267.0,756.0,35.3,1293.0,193.0,43.1,37.1,320.0,62.2,47.6,677.0,37.0,5.5,30.0,0.79,12.3,53.0,1.39,177.0,124.0,72.3,12.0,11.0,15.0,9.0,23.7,6.0,4.0,2.0,0.0,33.3,2.0,542.0,459.0,93.0,446.0,5.0,6.0,2.0,1910.0,517.0,588.0,3420.0,90.0,418.0,79.0,241.0,171.0,304.0,1.24,43.0,53.0,
2022-2023,SeriaA,Bologna,Squad Total,,,,26.6,38.0,418.0,3420.0,38.0,648.0,310.0,255.0,83.0,302.0,652.0,7.0,297.0,618.0,321.0,414.0,131.0,24552.0,2551.0,8483.0,11383.0,4893.0,592.0,567.0,265.0,243.0,42.9,14223.0,70806.0,35047.0,564.0,487.0,113.0,582.0,305.0,16622.0,1358.0,16763.0,20552.0,81.6,290293.0,103110.0,7901.0,8808.0,89.7,6726.0,7738.0,86.9,1675.0,2874.0,58.3,41.0,371.0,1120.0,246.0,67.0,1366.0,866.0,22.79,642.0,72.0,45.0,49.0,46.0,12.0,91.0,2.39,64.0,11.0,3.0,7.0,6.0,0.0,52.0,479.0,150.0,31.3,12.61,0.1,0.31,49.0,7.0,1.0,6.0,3.0,48.3,0.25,2.3,0.06,151.0,380.0,39.7,946.0,211.0,29.9,35.6,287.0,33.8,33.1,502.0,29.0,5.8,24.0,0.63,,49.0,1.29,165.0,117.0,74.5,14.0,12.0,12.0,8.0,21.1,9.0,7.0,2.0,0.0,22.2,2.0,477.0,426.0,77.0,558.0,5.0,9.0,3.0,2080.0,369.0,447.0,3420.0,90.0,418.0,81.0,252.0,164.0,261.0,1.42,53.0,49.0,
2022-2023,SeriaA,Bologna,Opponent Total,,,,26.6,38.0,418.0,3420.0,38.0,548.0,255.0,220.0,73.0,319.0,571.0,10.0,243.0,508.0,265.0,455.0,117.0,20920.0,2107.0,6409.0,9518.0,5212.0,783.0,714.0,321.0,297.0,41.6,11513.0,59874.0,28967.0,565.0,472.0,142.0,584.0,351.0,13073.0,1284.0,13164.0,16931.0,77.8,234130.0,89159.0,5899.0,6781.0,87.0,5442.0,6412.0,84.9,1412.0,2682.0,52.6,29.0,353.0,1034.0,283.0,86.0,1294.0,824.0,21.68,569.0,82.0,55.0,64.0,41.0,13.0,74.0,1.95,49.0,5.0,5.0,7.0,7.0,1.0,46.0,474.0,156.0,32.9,12.47,0.08,0.25,53.0,6.0,0.0,9.0,1.0,44.1,0.25,-7.9,-0.21,229.0,600.0,38.2,1023.0,168.0,43.0,36.3,274.0,58.4,45.7,440.0,22.0,5.0,46.0,1.21,16.2,53.0,1.4,156.0,104.0,69.9,12.0,12.0,14.0,8.0,21.1,6.0,6.0,0.0,0.0,0.0,1.0,451.0,452.0,58.0,665.0,6.0,6.0,1.0,2005.0,447.0,369.0,3420.0,90.0,418.0,81.0,241.0,176.0,292.0,1.26,49.0,53.0,
2022-2023,SeriaA,Torino,Squad Total,,,,25.2,38.0,418.0,3420.0,38.0,473.0,231.0,187.0,55.0,292.0,627.0,9.0,199.0,367.0,168.0,337.0,110.0,23243.0,2286.0,7273.0,10798.0,5380.0,733.0,668.0,303.0,276.0,41.3,13094.0,71281.0,34612.0,684.0,527.0,182.0,618.0,314.0,15247.0,1317.0,15376.0,19336.0,79.5,275969.0,93628.0,6788.0,7659.0,88.6,6681.0,7680.0,87.0,1502.0,2948.0,50.9,34.0,375.0,1159.0,274.0,89.0,1328.0,821.0,21.61,635.0,61.0,52.0,40.0,21.0,12.0,74.0,1.95,58.0,2.0,7.0,4.0,3.0,0.0,41.0,444.0,146.0,32.9,11.68,0.09,0.27,41.0,5.0,0.0,6.0,0.0,35.8,0.23,-5.2,-0.14,285.0,939.0,30.4,1506.0,185.0,45.0,,286.0,91.3,70.0,469.0,36.0,7.7,70.0,1.84,,41.0,1.08,136.0,95.0,73.5,14.0,11.0,13.0,11.0,28.9,6.0,5.0,0.0,1.0,0.0,0.0,506.0,382.0,80.0,610.0,2.0,6.0,0.0,2010.0,590.0,629.0,3420.0,90.0,418.0,82.0,255.0,164.0,304.0,1.39,42.0,41.0,
2022-2023,SeriaA,Torino,Opponent Total,,,,26.6,38.0,418.0,3420.0,38.0,590.0,309.0,234.0,47.0,306.0,626.0,5.0,276.0,579.0,303.0,407.0,122.0,20896.0,2507.0,7769.0,8956.0,4388.0,672.0,438.0,168.0,199.0,45.4,11272.0,57331.0,26345.0,524.0,411.0,133.0,592.0,274.0,12779.0,1089.0,12945.0,17004.0,76.1,234230.0,92299.0,5705.0,6603.0,86.4,5320.0,6442.0,82.6,1530.0,3025.0,50.6,28.0,324.0,932.0,241.0,74.0,1100.0,755.0,19.87,561.0,71.0,26.0,49.0,37.0,11.0,70.0,1.84,47.0,8.0,2.0,8.0,5.0,0.0,41.0,427.0,131.0,30.7,11.24,0.08,0.27,42.0,2.0,0.0,2.0,1.0,44.2,0.29,3.2,0.08,244.0,657.0,37.1,1212.0,171.0,42.5,36.7,247.0,57.5,43.9,477.0,22.0,4.6,17.0,0.45,12.3,42.0,1.11,148.0,107.0,73.0,13.0,11.0,14.0,9.0,23.7,2.0,2.0,0.0,0.0,0.0,1.0,413.0,476.0,42.0,615.0,4.0,2.0,1.0,1940.0,629.0,590.0,3420.0,90.0,418.0,82.0,243.0,176.0,303.0,1.32,41.0,42.0,
2022-2023,SeriaA,Monza,Squad Total,,,,26.6,38.0,418.0,3420.0,38.0,595.0,323.0,214.0,58.0,334.0,661.0,13.0,260.0,551.0,291.0,380.0,120.0,24603.0,2753.0,8855.0,11185.0,4768.0,680.0,596.0,282.0,237.0,39.8,14329.0,79216.0,38961.0,708.0,500.0,152.0,575.0,309.0,17052.0,1350.0,17198.0,20724.0,83.0,308969.0,105210.0,7443.0,8250.0,90.2,7577.0,8569.0,88.4,1777.0,2898.0,61.3,31.0,312.0,1154.0,278.0,71.0,1362.0,714.0,18.79,537.0,60.0,30.0,40.0,35.0,12.0,86.0,2.26,62.0,5.0,6.0,4.0,8.0,1.0,46.0,406.0,139.0,34.2,10.68,0.1,0.29,52.0,3.0,1.0,4.0,1.0,50.3,0.28,-0.7,-0.02,168.0,480.0,35.0,1290.0,240.0,30.0,22.6,253.0,36.8,34.8,548.0,14.0,2.6,34.0,0.89,25.7,52.0,1.37,172.0,121.0,71.5,14.0,10.0,14.0,10.0,26.3,3.0,3.0,0.0,0.0,0.0,1.0,489.0,495.0,69.0,596.0,6.0,3.0,1.0,1845.0,448.0,441.0,3420.0,90.0,418.0,79.0,229.0,188.0,363.0,1.37,48.0,52.0,
2022-2023,SeriaA,Monza,Opponent Total,,,,26.4,38.0,418.0,3420.0,38.0,546.0,222.0,235.0,89.0,316.0,555.0,6.0,237.0,519.0,282.0,377.0,105.0,20566.0,2054.0,6119.0,9384.0,5287.0,840.0,618.0,291.0,260.0,42.1,11585.0,66080.0,35083.0,768.0,512.0,166.0,600.0,335.0,13124.0,1437.0,13250.0,16713.0,79.3,238725.0,90981.0,5915.0,6743.0,87.7,5352.0,6296.0,85.0,1602.0,2737.0,58.5,32.0,380.0,1085.0,326.0,89.0,1449.0,869.0,22.87,635.0,84.0,43.0,54.0,39.0,14.0,85.0,2.24,62.0,5.0,4.0,11.0,2.0,1.0,51.0,484.0,169.0,34.9,12.74,0.1,0.28,48.0,5.0,2.0,3.0,2.0,42.2,0.25,-3.8,-0.1,153.0,379.0,40.4,960.0,156.0,29.7,32.7,228.0,41.2,39.3,458.0,26.0,5.7,48.0,1.26,16.3,48.0,1.26,145.0,98.0,70.3,14.0,10.0,14.0,9.0,23.7,6.0,5.0,1.0,0.0,16.7,3.0,534.0,466.0,55.0,704.0,1.0,6.0,2.0,1983.0,441.0,448.0,3420.0,90.0,418.0,79.0,231.0,183.0,288.0,1.37,52.0,48.0,
2022-2023,SeriaA,Udinese,Squad Total,,,,26.1,38.0,418.0,3420.0,38.0,651.0,363.0,228.0,60.0,314.0,712.0,8.0,326.0,632.0,306.0,437.0,128.0,21183.0,2463.0,7415.0,9101.0,4912.0,849.0,770.0,330.0,350.0,45.5,12105.0,65755.0,33221.0,646.0,461.0,163.0,641.0,336.0,13268.0,1344.0,13391.0,16790.0,79.8,246847.0,93352.0,5689.0,6485.0,87.7,5719.0,6627.0,86.3,1624.0,2751.0,59.0,41.0,384.0,1009.0,295.0,70.0,1354.0,889.0,23.39,625.0,87.0,53.0,58.0,51.0,15.0,80.0,2.11,61.0,6.0,3.0,3.0,5.0,2.0,46.0,503.0,145.0,28.8,13.24,0.09,0.31,48.0,6.0,2.0,3.0,2.0,48.7,0.31,2.7,0.07,144.0,380.0,37.9,872.0,142.0,31.9,,302.0,33.8,34.1,547.0,13.0,2.4,21.0,0.55,,48.0,1.26,137.0,91.0,69.3,11.0,13.0,14.0,10.0,26.3,7.0,6.0,0.0,1.0,0.0,1.0,478.0,476.0,51.0,564.0,1.0,7.0,2.0,1916.0,477.0,406.0,3420.0,90.0,418.0,82.0,242.0,174.0,259.0,1.21,47.0,48.0,
2022-2023,SeriaA,Udinese,Opponent Total,,,,26.8,38.0,418.0,3420.0,38.0,686.0,341.0,251.0,94.0,301.0,593.0,11.0,350.0,680.0,330.0,438.0,146.0,22575.0,2185.0,6867.0,10696.0,5249.0,754.0,721.0,306.0,326.0,45.2,12573.0,67401.0,35047.0,631.0,508.0,124.0,552.0,325.0,14778.0,1451.0,14910.0,18518.0,80.5,265354.0,93482.0,6731.0,7585.0,88.7,6024.0,6967.0,86.5,1712.0,2866.0,59.7,32.0,331.0,1105.0,284.0,82.0,1462.0,806.0,21.21,555.0,80.0,45.0,57.0,53.0,16.0,86.0,2.26,64.0,2.0,6.0,6.0,7.0,1.0,46.0,461.0,132.0,28.6,12.13,0.09,0.3,47.0,1.0,1.0,4.0,1.0,40.4,0.26,-5.6,-0.15,140.0,390.0,35.9,875.0,169.0,32.7,33.8,230.0,45.2,40.6,440.0,26.0,5.9,40.0,1.05,14.6,47.0,1.24,147.0,100.0,68.7,14.0,13.0,11.0,12.0,31.6,2.0,1.0,1.0,0.0,50.0,1.0,505.0,458.0,61.0,703.0,5.0,2.0,1.0,1933.0,406.0,477.0,3420.0,90.0,418.0,82.0,243.0,174.0,301.0,1.45,48.0,47.0,
