player,player_id,country,team,match_played,minutes_played,subbed_in,subbed_out,unique_positions_played,positions_played,full_match_equivalents,position_level_0,position_level_2,position_level_1
Dimitri Payet,3491.0,France,West Ham United,35.0,2636.0,6.0,6.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Midfield', 'Right Center Midfield', 'Left Midfield', 'Left Attacking Midfield', 'Right Wing', 'Left Center Forward', 'Left Wing']","['Left Wing', 'Right Wing', 'Center Attacking Midfield', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Wing', 'Left Wing', 'Left Wing', 'Center Attacking Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Wing', 'Left Attacking Midfield', 'Center Attacking Midfield', 'Right Wing', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Wing', 'Left Wing', 'Center Attacking Midfield', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Left Wing', 'Left Midfield', 'Left Wing', 'Left Wing', 'Left Wing', 'Center Attacking Midfield', 'Left Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Wing']",29.288888888888888,Forward,Left Wing,Winger
Emre Can,3493.0,Germany,Liverpool,32.0,2536.0,4.0,4.0,"['Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Back', 'Left Defensive Midfield', 'Left Center Back', 'Center Defensive Midfield', 'Left Wing', 'Right Center Back']","['Left Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Center Back', 'Right Center Midfield', 'Right Center Back', 'Left Defensive Midfield', 'Right Center Back', 'Center Defensive Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Back', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Wing', 'Center Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Back', 'Left Center Midfield']",28.177777777777777,Midfielder,Left Center Midfield,Central Midfielder
Joe Gomez,3495.0,England,Liverpool,6.0,457.0,1.0,1.0,"['Left Back', 'Right Center Back']","['Left Back', 'Right Center Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",5.0777777777777775,Defender,Left Back,Offensive Defender
Mesut Özil,3496.0,Germany,Arsenal,49.0,3197.0,14.0,14.0,"['Center Attacking Midfield', 'Center Forward', 'Left Wing', 'Right Wing']","['Center Attacking Midfield', 'Center Attacking Midfield', 'Right Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Forward', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield']",35.522222222222226,Midfielder,Center Attacking Midfield,Offensive Midfielder
Vicente Iborra De La Fuente,3497.0,Spain,Sevilla,34.0,1927.0,13.0,13.0,"['Center Attacking Midfield', 'Right Midfield', 'Right Defensive Midfield', 'Left Attacking Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Left Center Forward']","['Right Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Center Attacking Midfield', 'Left Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield']",21.41111111111111,Midfielder,Center Attacking Midfield,Offensive Midfielder
Ignacio Monreal Eraso,3498.0,Spain,Arsenal,36.0,3240.0,0.0,0.0,['Left Back'],"['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",36.0,Defender,Left Back,Offensive Defender
Jean-Eric Maxim Choupo-Moting,3499.0,Cameroon,Schalke 04,28.0,1900.0,7.0,7.0,"['Right Wing Back', 'Right Midfield', 'Right Center Midfield', 'Left Wing Back', 'Left Midfield', 'Right Attacking Midfield', 'Right Wing', 'Left Defensive Midfield', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Left Wing']","['Left Midfield', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Center Forward', 'Left Wing', 'Left Wing', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Wing', 'Center Forward', 'Left Wing', 'Left Center Forward', 'Left Midfield', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Left Wing', 'Left Midfield', 'Center Forward', 'Right Center Forward', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Wing Back', 'Left Midfield', 'Right Center Forward', 'Left Midfield', 'Right Attacking Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Wing Back', 'Right Midfield', 'Left Wing', 'Left Midfield', 'Left Center Forward', 'Right Center Forward', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Wing']",21.11111111111111,Forward,Left Wing,Winger
Granit Xhaka,3500.0,Switzerland,Borussia Mönchengladbach,33.0,2527.0,5.0,5.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield']","['Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield']",28.07777777777778,Midfielder,Left Defensive Midfield,Defensive Midfielder
Philippe Coutinho Correia,3501.0,Brazil,Liverpool,35.0,2208.0,11.0,11.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Midfield', 'Left Midfield', 'Left Attacking Midfield', 'Right Wing', 'Center Midfield', 'Right Back', 'Left Wing']","['Left Midfield', 'Left Center Midfield', 'Left Wing', 'Center Midfield', 'Left Wing', 'Left Attacking Midfield', 'Left Wing', 'Left Wing', 'Left Attacking Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Attacking Midfield', 'Left Wing', 'Left Wing', 'Center Attacking Midfield', 'Left Wing', 'Left Attacking Midfield', 'Left Wing', 'Left Wing', 'Center Attacking Midfield', 'Left Wing', 'Left Wing', 'Left Midfield', 'Center Attacking Midfield', 'Left Wing', 'Right Back', 'Left Wing', 'Left Midfield', 'Right Back', 'Right Midfield', 'Left Wing', 'Left Wing', 'Left Wing', 'Right Wing']",24.53333333333333,Forward,Left Wing,Winger
Joël Andre Job Matip,3502.0,Cameroon,Schalke 04,34.0,3060.0,0.0,0.0,"['Left Center Forward', 'Center Back', 'Left Center Back', 'Right Center Back']","['Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Center Back', 'Right Center Back', 'Right Center Back', 'Center Back', 'Right Center Back', 'Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Forward', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back']",34.0,Defender,Right Center Back,Regular Defender
Ruben Loftus-Cheek,3504.0,England,Chelsea,6.0,369.0,2.0,2.0,"['Center Attacking Midfield', 'Right Midfield', 'Right Wing', 'Left Defensive Midfield', 'Left Wing']","['Left Wing', 'Left Defensive Midfield', 'Left Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Wing', 'Right Wing', 'Center Attacking Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Left Wing', 'Right Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield']",4.1,Midfielder,Center Attacking Midfield,Offensive Midfielder
Wilfried Zaha,3507.0,Côte d'Ivoire,Crystal Palace,42.0,2746.0,12.0,12.0,"['Center Attacking Midfield', 'Right Midfield', 'Left Midfield', 'Right Wing', 'Left Center Forward', 'Left Wing']","['Right Midfield', 'Left Midfield', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Wing', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Center Forward', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Wing', 'Left Wing', 'Center Attacking Midfield', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Left Wing', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Wing']",30.51111111111112,Forward,Right Wing,Winger
Sandro Ramírez Castillo,3508.0,Spain,Barcelona,7.0,370.0,3.0,3.0,"['Right Wing', 'Center Forward', 'Right Midfield', 'Left Wing']","['Right Wing', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Center Forward']",4.111111111111111,Forward,Right Wing,Winger
Thibaut Courtois,3509.0,Belgium,Chelsea,23.0,2070.0,0.0,0.0,"['Center Attacking Midfield', 'Goalkeeper', 'Right Defensive Midfield']","['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Right Defensive Midfield', 'Goalkeeper', 'Center Attacking Midfield']",23.0,Goalkeeper,Goalkeeper,Goalkeeper
Sead Kolašinac,3510.0,Bosnia and Herzegovina,Schalke 04,21.0,1628.0,3.0,3.0,"['Center Attacking Midfield', 'Left Wing Back', 'Right Defensive Midfield', 'Left Back', 'Left Midfield', 'Left Center Back', 'Left Defensive Midfield', 'Left Wing']","['Left Back', 'Right Defensive Midfield', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Left Wing', 'Left Wing', 'Left Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Back', 'Left Midfield', 'Left Back']",18.08888888888889,Defender,Left Back,Offensive Defender
Héctor Bellerín Moruno,3511.0,Spain,Arsenal,36.0,3240.0,0.0,0.0,['Right Back'],"['Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",36.0,Defender,Right Back,Offensive Defender
James McClean,3514.0,Ireland,West Bromwich Albion,36.0,2549.0,8.0,8.0,"['Right Midfield', 'Left Wing Back', 'Left Back', 'Left Midfield', 'Right Wing', 'Left Center Back', 'Right Center Forward', 'Left Wing']","['Left Midfield', 'Left Wing', 'Left Center Back', 'Left Back', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Right Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Back', 'Left Wing', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Back', 'Left Midfield', 'Left Wing Back', 'Left Wing', 'Right Wing', 'Left Midfield', 'Left Wing', 'Right Midfield', 'Left Midfield', 'Right Wing', 'Left Wing', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Back', 'Left Midfield', 'Left Wing', 'Left Wing', 'Left Back', 'Left Wing', 'Right Center Forward', 'Right Midfield']",28.322222222222223,Midfielder,Left Midfield,Central Midfielder
Alberto Moreno Pérez,3515.0,Spain,Liverpool,31.0,2531.0,3.0,3.0,"['Right Center Midfield', 'Left Wing Back', 'Left Back', 'Right Wing', 'Center Defensive Midfield', 'Left Center Back', 'Left Wing']","['Left Back', 'Left Center Back', 'Left Back', 'Left Back', 'Right Center Midfield', 'Left Wing Back', 'Left Wing Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Center Defensive Midfield', 'Left Wing', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Right Wing', 'Left Wing']",28.122222222222224,Defender,Left Back,Offensive Defender
Aaron Ramsey,3517.0,Wales,Arsenal,31.0,2617.0,2.0,2.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Right Wing', 'Left Defensive Midfield', 'Left Wing']","['Right Wing', 'Right Wing', 'Left Center Midfield', 'Center Attacking Midfield', 'Right Wing', 'Right Wing', 'Right Defensive Midfield', 'Right Wing', 'Right Defensive Midfield', 'Right Wing', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Wing', 'Right Wing', 'Left Defensive Midfield', 'Left Wing', 'Right Wing', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Wing', 'Right Wing', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Wing', 'Right Defensive Midfield']",29.07777777777778,Midfielder,Left Defensive Midfield,Defensive Midfielder
